1998092703,"Sunday, September 27th,1998",NULL,4,Ericsson Stadium,37,30,GB,Packers,CAR,Panthers
1998092704,"Sunday, September 27th,1998",NULL,4,Vanderbilt Stadium,27,22,JAC,Jaguars,TEN,Oilers
1998092705,"Sunday, September 27th,1998",NULL,4,Veterans Stadium,24,21,KC,Chiefs,PHI,Eagles
1998092706,"Sunday, September 27th,1998",NULL,4,Soldier Field,31,28,MIN,Vikings,CHI,Bears
1998092707,"Sunday, September 27th,1998",NULL,4,RCA Dome,19,13,NO,Saints,IND,Colts
1998092708,"Sunday, September 27th,1998",NULL,4,Qualcomm Stadium,34,16,NYG,Giants,SD,Chargers
1998092709,"Sunday, September 27th,1998",NULL,4,Texas Stadium,13,12,OAK,Raiders,DAL,Cowboys
1998092710,"Sunday, September 27th,1998",NULL,4,Three Rivers Stadium,10,13,SEA,Seahawks,PIT,Steelers
1998092711,"Sunday, September 27th,1998",NULL,4,Ravens Stadium,24,31,CIN,Bengals,BAL,Ravens
1998092800,"Monday, September 28th,1998",NULL,4,Pontiac Silverdome,06,27,TB,Buccaneers,DET,Lions
1998100409,"Sunday, October 04th,1998",NULL,5,Soldier Field,27,31,DET,Lions,CHI,Bears
1998100410,"Sunday, October 04th,1998",NULL,5,Giants Stadium,09,20,MIA,Dolphins,NYJ,Jets
1998100402,"Sunday, October 04th,1998",NULL,5,Sun Devil Stadium,23,20,OAK,Raiders,ARI,Cardinals
1998100400,"Sunday, October 04th,1998",NULL,5,Superdome,30,27,NE,Patriots,NO,Saints
1998100401,"Sunday, October 04th,1998",NULL,5,Raymond James Stadium,03,20,NYG,Giants,TB,Buccaneers
1998100408,"Sunday, October 04th,1998",NULL,5,Jack Kent Cooke Stadium,31,10,DAL,Cowboys,WAS,Redskins
1998100403,"Sunday, October 04th,1998",NULL,5,Mile High Stadium,16,41,PHI,Eagles,DEN,Broncos
1998100404,"Sunday, October 04th,1998",NULL,5,RCA Dome,12,17,SD,Chargers,IND,Colts
1998100405,"Sunday, October 04th,1998",NULL,5,Rich Stadium,21,26,SF,49ers,BUF,Bills
1998100406,"Sunday, October 04th,1998",NULL,5,Arrowhead Stadium,06,17,SEA,Seahawks,KC,Chiefs
1998100407,"Sunday, October 04th,1998",NULL,5,Georgia Dome,23,51,CAR,Panthers,ATL,Falcons
1998100500,"Monday, October 05th,1998",NULL,5,Lambeau Field,37,24,MIN,Vikings,GB,Packers
1998101101,"Sunday, October 11th,1998",NULL,6,Texas Stadium,20,27,CAR,Panthers,DAL,Cowboys
1998101102,"Sunday, October 11th,1998",NULL,6,Sun Devil Stadium,07,20,CHI,Bears,ARI,Cardinals
1998101103,"Sunday, October 11th,1998",NULL,6,The Kingdome,21,16,DEN,Broncos,SEA,Seahawks
1998101104,"Sunday, October 11th,1998",NULL,6,Foxboro Stadium,10,40,KC,Chiefs,NE,Patriots
1998101105,"Sunday, October 11th,1998",NULL,6,Trans World Dome,10,30,NYJ,Jets,STL,Rams
1998101106,"Sunday, October 11th,1998",NULL,6,Cinergy Field,20,25,PIT,Steelers,CIN,Bengals
1998101100,"Sunday, October 11th,1998",NULL,6,RCA Dome,31,24,BUF,Bills,IND,Colts
1998101108,"Sunday, October 11th,1998",NULL,6,Superdome,31,00,SF,49ers,NO,Saints
1998101109,"Sunday, October 11th,1998",NULL,6,Ravens Stadium,12,08,TEN,Oilers,BAL,Ravens
1998101110,"Sunday, October 11th,1998",NULL,6,Veterans Stadium,12,17,WAS,Redskins,PHI,Eagles
1998101111,"Sunday, October 11th,1998",NULL,6,Giants Stadium,34,20,ATL,Falcons,NYG,Giants
1998101107,"Sunday, October 11th,1998",NULL,6,Network Associates Coliseum,06,07,SD,Chargers,OAK,Raiders
1998101200,"Monday, October 12th,1998",NULL,6,ALLTEL Stadium,21,28,MIA,Dolphins,JAC,Jaguars
1998101500,"Thursday, October 15th,1998",NULL,7,Pontiac Silverdome,20,27,GB,Packers,DET,Lions
1998101804,"Sunday, October 18th,1998",NULL,7,Soldier Field,12,13,DAL,Cowboys,CHI,Bears
1998101800,"Sunday, October 18th,1998",NULL,7,Giants Stadium,07,34,ARI,Cardinals,NYG,Giants
1998101801,"Sunday, October 18th,1998",NULL,7,Three Rivers Stadium,06,16,BAL,Ravens,PIT,Steelers
1998101802,"Sunday, October 18th,1998",NULL,7,Raymond James Stadium,13,16,CAR,Panthers,TB,Buccaneers
1998101803,"Sunday, October 18th,1998",NULL,7,Vanderbilt Stadium,14,44,CIN,Bengals,TEN,Oilers
1998101810,"Sunday, October 18th,1998",NULL,7,Metrodome,07,41,WAS,Redskins,MIN,Vikings
1998101805,"Sunday, October 18th,1998",NULL,7,3Com Park,31,34,IND,Colts,SF,49ers
1998101806,"Sunday, October 18th,1998",NULL,7,Rich Stadium,16,17,JAC,Jaguars,BUF,Bills
1998101807,"Sunday, October 18th,1998",NULL,7,Georgia Dome,23,31,NO,Saints,ATL,Falcons
1998101808,"Sunday, October 18th,1998",NULL,7,Qualcomm Stadium,10,13,PHI,Eagles,SD,Chargers
1998101809,"Sunday, October 18th,1998",NULL,7,Pro Player Stadium,00,14,STL,Rams,MIA,Dolphins
1998101900,"Monday, October 19th,1998",NULL,7,Foxboro Stadium,24,14,NYJ,Jets,NE,Patriots
1998102509,"Sunday, October 25th,1998",NULL,8,Ericsson Stadium,30,14,BUF,Bills,CAR,Panthers
1998102510,"Sunday, October 25th,1998",NULL,8,Network Associates Coliseum,10,27,CIN,Bengals,OAK,Raiders
1998102501,"Sunday, October 25th,1998",NULL,8,Lambeau Field,10,28,BAL,Ravens,GB,Packers
1998102508,"Sunday, October 25th,1998",NULL,8,Superdome,03,09,TB,Buccaneers,NO,Saints
1998102500,"Sunday, October 25th,1998",NULL,8,Giants Stadium,03,28,ATL,Falcons,NYJ,Jets
1998102507,"Sunday, October 25th,1998",NULL,8,Qualcomm Stadium,27,20,SEA,Seahawks,SD,Chargers
1998102502,"Sunday, October 25th,1998",NULL,8,Vanderbilt Stadium,23,20,CHI,Bears,TEN,Oilers
1998102503,"Sunday, October 25th,1998",NULL,8,Mile High Stadium,24,37,JAC,Jaguars,DEN,Broncos
1998102504,"Sunday, October 25th,1998",NULL,8,Pontiac Silverdome,34,13,MIN,Vikings,DET,Lions
1998102505,"Sunday, October 25th,1998",NULL,8,Pro Player Stadium,09,12,NE,Patriots,MIA,Dolphins
1998102506,"Sunday, October 25th,1998",NULL,8,Trans World Dome,28,10,SF,49ers,STL,Rams
1998102600,"Monday, October 26th,1998",NULL,8,Arrowhead Stadium,20,13,PIT,Steelers,KC,Chiefs
1998110100,"Sunday, November 01st,1998",NULL,9,Pontiac Silverdome,17,15,ARI,Cardinals,DET,Lions
1998110101,"Sunday, November 01st,1998",NULL,9,Cinergy Field,33,26,DEN,Broncos,CIN,Bengals
1998110102,"Sunday, November 01st,1998",NULL,9,Ravens Stadium,45,19,JAC,Jaguars,BAL,Ravens
1998110103,"Sunday, November 01st,1998",NULL,9,Rich Stadium,24,30,MIA,Dolphins,BUF,Bills
1998110104,"Sunday, November 01st,1998",NULL,9,Raymond James Stadium,24,27,MIN,Vikings,TB,Buccaneers
1998110105,"Sunday, November 01st,1998",NULL,9,RCA Dome,21,16,NE,Patriots,IND,Colts
1998110106,"Sunday, November 01st,1998",NULL,9,Ericsson Stadium,17,31,NO,Saints,CAR,Panthers
1998110107,"Sunday, November 01st,1998",NULL,9,Jack Kent Cooke Stadium,14,21,NYG,Giants,WAS,Redskins
1998110108,"Sunday, November 01st,1998",NULL,9,Arrowhead Stadium,20,17,NYJ,Jets,KC,Chiefs
1998110109,"Sunday, November 01st,1998",NULL,9,Georgia Dome,15,37,STL,Rams,ATL,Falcons
1998110110,"Sunday, November 01st,1998",NULL,9,Lambeau Field,22,36,SF,49ers,GB,Packers
1998110111,"Sunday, November 01st,1998",NULL,9,Three Rivers Stadium,41,31,TEN,Oilers,PIT,Steelers
1998110112,"Sunday, November 01st,1998",NULL,9,The Kingdome,31,18,OAK,Raiders,SEA,Seahawks
1998110200,"Monday, November 02nd,1998",NULL,9,Veterans Stadium,34,00,DAL,Cowboys,PHI,Eagles
1998110800,"Sunday, November 08th,1998",NULL,10,Foxboro Stadium,41,10,ATL,Falcons,NE,Patriots
1998110801,"Sunday, November 08th,1998",NULL,10,Giants Stadium,12,34,BUF,Bills,NYJ,Jets
1998110802,"Sunday, November 08th,1998",NULL,10,3Com Park,23,25,CAR,Panthers,SF,49ers
1998110803,"Sunday, November 08th,1998",NULL,10,ALLTEL Stadium,11,24,CIN,Bengals,JAC,Jaguars
1998110804,"Sunday, November 08th,1998",NULL,10,Veterans Stadium,09,10,DET,Lions,PHI,Eagles
1998110805,"Sunday, November 08th,1998",NULL,10,Pro Player Stadium,14,27,IND,Colts,MIA,Dolphins
1998110806,"Sunday, November 08th,1998",NULL,10,The Kingdome,12,24,KC,Chiefs,SEA,Seahawks
1998110807,"Sunday, November 08th,1998",NULL,10,Metrodome,24,31,NO,Saints,MIN,Vikings
1998110808,"Sunday, November 08th,1998",NULL,10,Texas Stadium,06,16,NYG,Giants,DAL,Cowboys
1998110809,"Sunday, November 08th,1998",NULL,10,Ravens Stadium,10,13,OAK,Raiders,BAL,Ravens
1998110810,"Sunday, November 08th,1998",NULL,10,Soldier Field,20,12,STL,Rams,CHI,Bears
1998110811,"Sunday, November 08th,1998",NULL,10,Mile High Stadium,10,27,SD,Chargers,DEN,Broncos
1998110812,"Sunday, November 08th,1998",NULL,10,Sun Devil Stadium,27,29,WAS,Redskins,ARI,Cardinals
1998110813,"Sunday, November 08th,1998",NULL,10,Raymond James Stadium,31,22,TEN,Oilers,TB,Buccaneers
1998110900,"Monday, November 09th,1998",NULL,10,Three Rivers Stadium,20,27,GB,Packers,PIT,Steelers
1998111500,"Sunday, November 15th,1998",NULL,11,Qualcomm Stadium,13,14,BAL,Ravens,SD,Chargers
1998111501,"Sunday, November 15th,1998",NULL,11,Metrodome,03,24,CIN,Bengals,MIN,Vikings
1998111502,"Sunday, November 15th,1998",NULL,11,Sun Devil Stadium,35,28,DAL,Cowboys,ARI,Cardinals
1998111503,"Sunday, November 15th,1998",NULL,11,Giants Stadium,37,03,GB,Packers,NYG,Giants
1998111504,"Sunday, November 15th,1998",NULL,11,Ericsson Stadium,13,09,MIA,Dolphins,CAR,Panthers
1998111505,"Sunday, November 15th,1998",NULL,11,Rich Stadium,10,13,NE,Patriots,BUF,Bills
1998111506,"Sunday, November 15th,1998",NULL,11,RCA Dome,23,24,NYJ,Jets,IND,Colts
1998111507,"Sunday, November 15th,1998",NULL,11,Jack Kent Cooke Stadium,03,28,PHI,Eagles,WAS,Redskins
1998111508,"Sunday, November 15th,1998",NULL,11,Vanderbilt Stadium,14,23,PIT,Steelers,TEN,Oilers
1998111509,"Sunday, November 15th,1998",NULL,11,Superdome,03,24,STL,Rams,NO,Saints
1998111510,"Sunday, November 15th,1998",NULL,11,Georgia Dome,19,31,SF,49ers,ATL,Falcons
1998111511,"Sunday, November 15th,1998",NULL,11,Network Associates Coliseum,17,20,SEA,Seahawks,OAK,Raiders
1998111512,"Sunday, November 15th,1998",NULL,11,ALLTEL Stadium,24,29,TB,Buccaneers,JAC,Jaguars
1998111513,"Sunday, November 15th,1998",NULL,11,Pontiac Silverdome,03,26,CHI,Bears,DET,Lions
1998111600,"Monday, November 16th,1998",NULL,11,Arrowhead Stadium,30,07,DEN,Broncos,KC,Chiefs
1998112201,"Sunday, November 22nd,1998",NULL,12,Jack Kent Cooke Stadium,45,42,ARI,Cardinals,WAS,Redskins
1998112202,"Sunday, November 22nd,1998",NULL,12,Cinergy Field,20,13,BAL,Ravens,CIN,Bengals
1998112203,"Sunday, November 22nd,1998",NULL,12,Trans World Dome,24,20,CAR,Panthers,STL,Rams
1998112204,"Sunday, November 22nd,1998",NULL,12,Georgia Dome,13,20,CHI,Bears,ATL,Falcons
1998112205,"Sunday, November 22nd,1998",NULL,12,Raymond James Stadium,28,25,DET,Lions,TB,Buccaneers
1998112206,"Sunday, November 22nd,1998",NULL,12,Metrodome,14,28,GB,Packers,MIN,Vikings
1998112207,"Sunday, November 22nd,1998",NULL,12,Rich Stadium,11,34,IND,Colts,BUF,Bills
1998112208,"Sunday, November 22nd,1998",NULL,12,Three Rivers Stadium,15,30,JAC,Jaguars,PIT,Steelers
1998112209,"Sunday, November 22nd,1998",NULL,12,Qualcomm Stadium,37,38,KC,Chiefs,SD,Chargers
1998112210,"Sunday, November 22nd,1998",NULL,12,Vanderbilt Stadium,24,03,NYJ,Jets,TEN,Oilers
1998112211,"Sunday, November 22nd,1998",NULL,12,Mile High Stadium,14,40,OAK,Raiders,DEN,Broncos
1998112212,"Sunday, November 22nd,1998",NULL,12,Giants Stadium,00,20,PHI,Eagles,NYG,Giants
1998112213,"Sunday, November 22nd,1998",NULL,12,Texas Stadium,22,30,SEA,Seahawks,DAL,Cowboys
1998112214,"Sunday, November 22nd,1998",NULL,12,3Com Park,20,31,NO,Saints,SF,49ers
1998112300,"Monday, November 23rd,1998",NULL,12,Foxboro Stadium,23,26,MIA,Dolphins,NE,Patriots
1998112600,"Thursday, November 26th,1998",NULL,13,Texas Stadium,46,36,MIN,Vikings,DAL,Cowboys
1998112601,"Thursday, November 26th,1998",NULL,13,Pontiac Silverdome,16,19,PIT,Steelers,DET,Lions
1998112903,"Sunday, November 29th,1998",NULL,13,Ravens Stadium,31,38,IND,Colts,BAL,Ravens
1998112904,"Sunday, November 29th,1998",NULL,13,Cinergy Field,34,17,JAC,Jaguars,CIN,Bengals
1998112905,"Sunday, November 29th,1998",NULL,13,Pro Player Stadium,10,30,NO,Saints,MIA,Dolphins
1998112906,"Sunday, November 29th,1998",NULL,13,Lambeau Field,16,24,PHI,Eagles,GB,Packers
1998112907,"Sunday, November 29th,1998",NULL,13,Soldier Field,31,17,TB,Buccaneers,CHI,Bears
1998112908,"Sunday, November 29th,1998",NULL,13,The Kingdome,18,20,TEN,Oilers,SEA,Seahawks
1998112909,"Sunday, November 29th,1998",NULL,13,Network Associates Coliseum,29,19,WAS,Redskins,OAK,Raiders
1998112910,"Sunday, November 29th,1998",NULL,13,Qualcomm Stadium,31,16,DEN,Broncos,SD,Chargers
1998112900,"Sunday, November 29th,1998",NULL,13,Trans World Dome,21,10,ATL,Falcons,STL,Rams
1998112911,"Sunday, November 29th,1998",NULL,13,Arrowhead Stadium,24,34,ARI,Cardinals,KC,Chiefs
1998112901,"Sunday, November 29th,1998",NULL,13,Foxboro Stadium,21,25,BUF,Bills,NE,Patriots
1998112902,"Sunday, November 29th,1998",NULL,13,Giants Stadium,21,48,CAR,Panthers,NYJ,Jets
1998113000,"Monday, November 30th,1998",NULL,13,3Com Park,07,31,NYG,Giants,SF,49ers
1998120300,"Thursday, December 03rd,1998",NULL,14,Veterans Stadium,14,17,STL,Rams,PHI,Eagles
1998120600,"Sunday, December 06th,1998",NULL,14,Vanderbilt Stadium,14,16,BAL,Ravens,TEN,Oilers
1998120601,"Sunday, December 06th,1998",NULL,14,Cinergy Field,33,20,BUF,Bills,CIN,Bengals
1998120602,"Sunday, December 06th,1998",NULL,14,Superdome,03,22,DAL,Cowboys,NO,Saints
1998120603,"Sunday, December 06th,1998",NULL,14,ALLTEL Stadium,22,37,DET,Lions,JAC,Jaguars
1998120604,"Sunday, December 06th,1998",NULL,14,Georgia Dome,21,28,IND,Colts,ATL,Falcons
1998120605,"Sunday, December 06th,1998",NULL,14,Network Associates Coliseum,27,17,MIA,Dolphins,OAK,Raiders
1998120606,"Sunday, December 06th,1998",NULL,14,Three Rivers Stadium,23,09,NE,Patriots,PIT,Steelers
1998120607,"Sunday, December 06th,1998",NULL,14,Sun Devil Stadium,23,19,NYG,Giants,ARI,Cardinals
1998120608,"Sunday, December 06th,1998",NULL,14,Jack Kent Cooke Stadium,20,24,SD,Chargers,WAS,Redskins
1998120609,"Sunday, December 06th,1998",NULL,14,Ericsson Stadium,31,28,SF,49ers,CAR,Panthers
1998120610,"Sunday, December 06th,1998",NULL,14,Giants Stadium,31,32,SEA,Seahawks,NYJ,Jets
1998120611,"Sunday, December 06th,1998",NULL,14,Metrodome,22,48,CHI,Bears,MIN,Vikings
1998120612,"Sunday, December 06th,1998",NULL,14,Mile High Stadium,31,35,KC,Chiefs,DEN,Broncos
1998120700,"Monday, December 07th,1998",NULL,14,Raymond James Stadium,22,24,GB,Packers,TB,Buccaneers
1998121313,"Sunday, December 13th,1998",NULL,15,Pro Player Stadium,21,16,NYJ,Jets,MIA,Dolphins
1998121304,"Sunday, December 13th,1998",NULL,15,Arrowhead Stadium,17,20,DAL,Cowboys,KC,Chiefs
1998121312,"Sunday, December 13th,1998",NULL,15,Ericsson Stadium,28,25,WAS,Redskins,CAR,Panthers
1998121300,"Sunday, December 13th,1998",NULL,15,Veterans Stadium,20,17,ARI,Cardinals,PHI,Eagles
1998121301,"Sunday, December 13th,1998",NULL,15,Superdome,27,17,ATL,Falcons,NO,Saints
1998121302,"Sunday, December 13th,1998",NULL,15,Lambeau Field,20,26,CHI,Bears,GB,Packers
1998121303,"Sunday, December 13th,1998",NULL,15,RCA Dome,26,39,CIN,Bengals,IND,Colts
1998121311,"Sunday, December 13th,1998",NULL,15,ALLTEL Stadium,16,13,TEN,Oilers,JAC,Jaguars
1998121305,"Sunday, December 13th,1998",NULL,15,Giants Stadium,16,20,DEN,Broncos,NYG,Giants
1998121306,"Sunday, December 13th,1998",NULL,15,Ravens Stadium,38,28,MIN,Vikings,BAL,Ravens
1998121307,"Sunday, December 13th,1998",NULL,15,Trans World Dome,18,32,NE,Patriots,STL,Rams
1998121308,"Sunday, December 13th,1998",NULL,15,Rich Stadium,21,44,OAK,Raiders,BUF,Bills
1998121309,"Sunday, December 13th,1998",NULL,15,Raymond James Stadium,03,16,PIT,Steelers,TB,Buccaneers
1998121310,"Sunday, December 13th,1998",NULL,15,The Kingdome,17,38,SD,Chargers,SEA,Seahawks
1998121400,"Monday, December 14th,1998",NULL,15,3Com Park,13,35,DET,Lions,SF,49ers
1998121901,"Saturday, December 19th,1998",NULL,16,Jack Kent Cooke Stadium,16,20,TB,Buccaneers,WAS,Redskins
1998121900,"Saturday, December 19th,1998",NULL,16,Rich Stadium,17,10,NYJ,Jets,BUF,Bills
1998122002,"Sunday, December 20th,1998",NULL,16,Three Rivers Stadium,25,24,CIN,Bengals,PIT,Steelers
1998122003,"Sunday, December 20th,1998",NULL,16,The Kingdome,23,27,IND,Colts,SEA,Seahawks
1998122006,"Sunday, December 20th,1998",NULL,16,Qualcomm Stadium,17,10,OAK,Raiders,SD,Chargers
1998122005,"Sunday, December 20th,1998",NULL,16,Sun Devil Stadium,17,19,NO,Saints,ARI,Cardinals
1998122008,"Sunday, December 20th,1998",NULL,16,Ericsson Stadium,13,20,STL,Rams,CAR,Panthers
1998122009,"Sunday, December 20th,1998",NULL,16,Foxboro Stadium,21,24,SF,49ers,NE,Patriots
1998122010,"Sunday, December 20th,1998",NULL,16,Lambeau Field,22,30,TEN,Oilers,GB,Packers
1998122011,"Sunday, December 20th,1998",NULL,16,Metrodome,10,50,JAC,Jaguars,MIN,Vikings
1998122001,"Sunday, December 20th,1998",NULL,16,Soldier Field,03,24,BAL,Ravens,CHI,Bears
1998122000,"Sunday, December 20th,1998",NULL,16,Pontiac Silverdome,24,17,ATL,Falcons,DET,Lions
1998122007,"Sunday, December 20th,1998",NULL,16,Texas Stadium,09,13,PHI,Eagles,DAL,Cowboys
1998122004,"Sunday, December 20th,1998",NULL,16,Giants Stadium,07,28,KC,Chiefs,NYG,Giants
1998122100,"Monday, December 21st,1998",NULL,16,Pro Player Stadium,21,31,DEN,Broncos,MIA,Dolphins
1998122600,"Saturday, December 26th,1999",NULL,17,Network Associates Coliseum,31,24,KC,Chiefs,OAK,Raiders
1998122601,"Saturday, December 26th,1999",NULL,17,Vanderbilt Stadium,26,16,MIN,Vikings,TEN,Oilers
1998122702,"Sunday, December 27th,1999",NULL,17,Ravens Stadium,10,19,DET,Lions,BAL,Ravens
1998122703,"Sunday, December 27th,1999",NULL,17,Giants Stadium,10,31,NE,Patriots,NYJ,Jets
1998122704,"Sunday, December 27th,1999",NULL,17,Soldier Field,16,13,GB,Packers,CHI,Bears
1998122701,"Sunday, December 27th,1999",NULL,17,RCA Dome,27,19,CAR,Panthers,IND,Colts
1998122700,"Sunday, December 27th,1999",NULL,17,Superdome,45,33,BUF,Bills,NO,Saints
1998122705,"Sunday, December 27th,1999",NULL,17,Georgia Dome,16,38,MIA,Dolphins,ATL,Falcons
1998122707,"Sunday, December 27th,1999",NULL,17,Veterans Stadium,20,10,NYG,Giants,PHI,Eagles
1998122708,"Sunday, December 27th,1999",NULL,17,3Com Park,19,38,STL,Rams,SF,49ers
1998122709,"Sunday, December 27th,1999",NULL,17,Sun Devil Stadium,13,16,SD,Chargers,ARI,Cardinals
1998122710,"Sunday, December 27th,1999",NULL,17,Mile High Stadium,21,28,SEA,Seahawks,DEN,Broncos
1998122711,"Sunday, December 27th,1999",NULL,17,Cinergy Field,35,00,TB,Buccaneers,CIN,Bengals
1998122712,"Sunday, December 27th,1999",NULL,17,Texas Stadium,07,23,WAS,Redskins,DAL,Cowboys
1998122800,"Monday, December 28th,1999",NULL,17,ALLTEL Stadium,03,21,PIT,Steelers,JAC,Jaguars
1999091201,"Sunday, September 12th,1999",NULL,1,Trans World Dome,10,27,BAL,Ravens,STL,Rams
1999091200,"Sunday, September 12th,1999",NULL,1,Veterans Stadium,25,24,ARI,Cardinals,PHI,Eagles
1999091203,"Sunday, September 12th,1999",NULL,1,Superdome,10,19,CAR,Panthers,NO,Saints
1999091204,"Sunday, September 12th,1999",NULL,1,Adelphia Coliseum,35,36,CIN,Bengals,TEN,Titans
1999091205,"Sunday, September 12th,1999",NULL,1,FedEx Field,41,35,DAL,Cowboys,WAS,Redskins
1999091206,"Sunday, September 12th,1999",NULL,1,Soldier Field,17,20,KC,Chiefs,CHI,Bears
1999091207,"Sunday, September 12th,1999",NULL,1,Giants Stadium,30,28,NE,Patriots,NYJ,Jets
1999091208,"Sunday, September 12th,1999",NULL,1,Lambeau Field,24,28,OAK,Raiders,GB,Packers
1999091209,"Sunday, September 12th,1999",NULL,1,The Kingdome,28,20,DET,Lions,SEA,Seahawks
1999091210,"Sunday, September 12th,1999",NULL,1,Georgia Dome,17,14,MIN,Vikings,ATL,Falcons
1999091211,"Sunday, September 12th,1999",NULL,1,Raymond James Stadium,17,13,NYG,Giants,TB,Buccaneers
1999091212,"Sunday, September 12th,1999",NULL,1,ALLTEL Stadium,03,41,SF,49ers,JAC,Jaguars
